VIN,Make,Model,BodyClass,Trim
1c4njcab4ed607717,jeep,compass,suv,sport
1gbfg15t151225306,chevrolet,express,van,
1g3aj55m7s6412684,oldsmobile,cutlass ciera,sedan,
jh4kb16546c000102,acura,rl,sedan,
salty16403a777761,land rover,discovery,suv,leather 5 seat
wbahl835x7dt89293,bmw,750i,sedan,
3gnal2ek1fs526115,chevrolet,captiva sport,suv,
2hjyk16596h554580,honda,ridgeline,pickup,
3gnal4ek9fs502642,chevrolet,captiva sport,suv,
2c4gp44312r783683,chrysler,town and country,minivan,lx
jm1fe173370212385,mazda,rx-8,coupe,
salae25427a419137,land rover,lr3,suv,v6/v8 se
salme11493a127556,land rover,range rover,suv,feature specification 2
jn1az34d76m305198,nissan,350z,coupe,
jn1az34e05m653481,nissan,350z,coupe,
1fmpu16l0yla90623,ford,expedition,suv,
2c4gm68415r549586,chrysler,pacifica,suv,touring
1lnhm82v17y601701,lincoln,town car,sedan,
salmf11493a140997,land rover,range rover,suv,feature specification 3
kmhwf25v8ya216463,hyundai,sonata,sedan,lhd
4a32b2ff8ce010029,mitsubishi,galant,sedan,
5y2sm67029z468908,pontiac,vibe,hatchback,
3vwdk7aj6bm364416,volkswagen,jetta,sedan,
4a32b2ff3ae012753,mitsubishi,galant,sedan,
1gyde63a940121488,cadillac,srx,suv,
4gldv13w27d199384,buick,terraza,minivan,ext. incomplete mobility
2a4gm68426r614229,chrysler,pacifica,suv,touring
jm1fe173370209888,mazda,rx-8,coupe,
jtjbt20x640062465,lexus,gx,suv,470
2c4rdgdg6er385105,dodge,grand caravan,minivan,crew
jm3er29l570113545,mazda,cx-7,suv,
wbaka8c57cds99556,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
salsf25466a906860,land rover,range rover sport,suv,hse
3gnal2ek2fs502308,chevrolet,captiva sport,suv,
3gnda23p17s562972,chevrolet,hhr,suv,lt
1g1zb5eu8bf143782,chevrolet,malibu,sedan,
1gmdx03e8xd341018,pontiac,montana,minivan,
jm3er293x70153426,mazda,cx-7,suv,
wbakb8c57cdx20821,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
knadh4b30a6706731,kia,rio,sedan,
4n2xn11txyd815399,nissan,quest,minivan,
4a32b2ff9ce016714,mitsubishi,galant,sedan,
jtjbt20x460100228,lexus,gx,suv,470
1g1yy22g535130986,chevrolet,corvette,sedan,
salmf134x7a256812,land rover,range rover,suv,hse / supercharged spec 2
2fafp71w9yx180289,ford,crown victoria,sedan,
salmf15416a214475,land rover,range rover,suv,hse / supercharged spec 2
4a32b2ff4ce017138,mitsubishi,galant,sedan,
2fabp7av9bx121739,ford,crown victoria,sedan,
2p4gp4430vr385137,plymouth,grand voyager,minivan,se/rallye
salsk25477a119199,land rover,range rover sport,suv,hse spec 3
1gbhc24k78e186883,chevrolet,silverado,incomplete,lt
1b7hc16y6ss362208,dodge,ram,pickup,1500
4a4jn2as3be033090,mitsubishi,endeavor,suv,
1j4fz24118l563934,jeep,wrangler,suv,x
1gccs14w9yk114896,chevrolet,s-10 pickup,pickup,1/2 ton
jtjbt20xx30018466,lexus,gx,suv,470
1g4ag55mxr6401845,buick,century,sedan,
1fmyu93174ka40985,ford,escape,suv,
salmf15486a208513,land rover,range rover,suv,hse / supercharged spec 2
2a4rr4de4ar229275,chrysler,town and country,minivan,lx
3vwdl7aj5bm007712,volkswagen,jetta,sedan,
1fmzu73k15ub53273,ford,explorer,suv,
jtjbt20x360111219,lexus,gx,suv,470
1ghdx13e6yd163289,oldsmobile,silhouette,minivan,apv
1gyee637550202868,cadillac,srx,suv,
4a32b2ff2ce019082,mitsubishi,galant,sedan,
1g1aj55f767620025,chevrolet,cobalt,sedan,
1ftne1ew8ada92933,ford,e-150,cargo van,
1fmzu63e64ub66765,ford,explorer,suv,
1g1yy26u765110209,chevrolet,corvette,coupe,
jh4kb165x6c011234,acura,rl,sedan,
wdbrf61j04f470997,mercedes-benz,c-class,sedan,
2hkrl1862xh532845,honda,odyssey,minivan,ex
4a32b2ff2ce016540,mitsubishi,galant,sedan,
salmf15426a213951,land rover,range rover,suv,hse / supercharged spec 2
1j4gz78y7tc363755,jeep,grand cherokee,suv,limited
salae25456a398122,land rover,lr3,suv,se / v8 se
jn1az34d56m304132,nissan,350z,coupe,
1ftne1ew7ada49362,ford,e-150,cargo van,
1ftne1ew4ada63509,ford,e-150,cargo van,
wbakb8c53bcy64662,bmw,750li,sedan,
jtjbt20x940025992,lexus,gx,suv,470
2hkrl1861xh538684,honda,odyssey,minivan,ex
1ftrf17w0ync12112,ford,f-150,pickup,
2ftrx18l0yca43054,ford,f-150,pickup,
1fmfu15l53la67361,ford,expedition,suv,
2b3la43g87h768567,dodge,charger,sedan,base
4f2yz94186km23146,mazda,tribute,suv,
1j4fa29p2yp708511,jeep,wrangler,suv,se
jn1az34e96m352550,nissan,350z,coupe,
wp0cb29999s754262,porsche,911,convertible,"s cabriolet (2wd), 4s cabriolet (4wd)"
wdbrf52h57f913543,mercedes-benz,c-class,sedan,
2lmhj5nk4ebl55539,lincoln,mkt,suv,
2c4gp443x2r643454,chrysler,town and country,minivan,lx
wp0cb29909s754280,porsche,911,convertible,"s cabriolet (2wd), 4s cabriolet (4wd)"
1gcdm19w9vb201717,chevrolet,astro van,cargo van,1500 (1/2 ton)
salsk25427a998899,land rover,range rover sport,suv,hse spec 3
3g2jb52fx5s118199,pontiac,sunfire,sedan,
jn1bz34d97m505151,nissan,350z,coupe,
1g1yy24u855100306,chevrolet,corvette,coupe,
1g1yy26u575104197,chevrolet,corvette,coupe,
2c4rdgdg2er315939,dodge,grand caravan,minivan,crew
2b4gp2530yr705677,dodge,caravan,minivan,base
2c4rvadg0er135031,volkswagen,routan,minivan,sel
1fmzu63k15za29677,ford,explorer,suv,
2c4gm68495r386993,chrysler,pacifica,suv,touring
3gnek12tx5g205543,chevrolet,avalanche,sut,
1gbdv13w47d180356,chevrolet,uplander,cargo van,ewb
2lmhj5nk6ebl54747,lincoln,mkt,suv,
jtjht00w854002249,lexus,lx,suv,470
2hkrl1867yh576535,honda,odyssey,minivan,ex
1c4njdab4dd243366,jeep,compass,suv,sport
3vwgk31c84m420401,volkswagen,beetle,hatchback,
2hkyf18526h549749,honda,pilot,suv,ex-l
1fmfk19537la02807,ford,expedition max,suv,
1c4njrab6ed840839,jeep,patriot,suv,sport
1g1yy26e175121622,chevrolet,corvette,coupe,
5tbrt54197s450924,toyota,tundra,pickup,sr5
1fmfu15l44lb44528,ford,expedition,suv,
3gnal2ek7fs518598,chevrolet,captiva sport,suv,
1j4fa44s86p722790,jeep,wrangler,suv,sport/unlimited
1fmdu35p1vua93877,ford,explorer,suv,
2d8hn44h48r101704,dodge,caravan,minivan,se
3gnal2ek1fs523800,chevrolet,captiva sport,suv,
1b3ej46x8tn108843,dodge,stratus,sedan,base/ja-h-41(export)(gcc)
jm1fe173640113037,mazda,rx-8,coupe,
1gyee637350212931,cadillac,srx,suv,
jm1fe173850149586,mazda,rx-8,coupe,
wbakc6c53cc396323,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
1gbds14e198146336,chevrolet,colorado,incomplete,1/2 ton
2fahp71w46x142135,ford,crown victoria,sedan,
3gnda23d86s612271,chevrolet,hhr,suv,1/2 ton
1g1yy26u175135219,chevrolet,corvette,coupe,
4gldv13w37d203460,buick,terraza,minivan,ext. incomplete mobility
2hkyf18405h559198,honda,pilot,suv,
3gnal3ekxfs526961,chevrolet,captiva sport,suv,
waulf58k29n025543,audi,a4,sedan,
3d4pg5fg6bt569469,dodge,journey,suv,sxt
1g2al55f387273303,pontiac,g5,sedan,w/auto trans
1c4njrab5ed840878,jeep,patriot,suv,sport
jm3er293970119137,mazda,cx-7,suv,
1fmru17l7xlb69311,ford,expedition,suv,
2fahp71w76x100736,ford,crown victoria,sedan,
kmhcg35g32u173308,hyundai,accent,sedan,
1fmzu73k85ua11163,ford,explorer,suv,
4a32b2ff6ce013849,mitsubishi,galant,sedan,
3vwdk7aj7bm375733,volkswagen,jetta,sedan,
2g4gv5ek7e9314633,buick,regal,sedan,
3vw5p7atxcm800306,volkswagen,beetle,convertible,
jf1sg63627h700515,subaru,forester,suv,2.5x
3b7hc13z0wg135834,dodge,ram,pickup,1500
1gbhc24u86e179617,chevrolet,silverado,incomplete,
2fahp71w96x142132,ford,crown victoria,sedan,
3gnda23d37s530434,chevrolet,hhr,suv,lt
salsf25406a977956,land rover,range rover sport,suv,hse
1lnhm84w86y632318,lincoln,town car,sedan,
jf1sg63657h710102,subaru,forester,suv,2.5x
jtjbt20x430008483,lexus,gx,suv,470
1fmyu93103ka77939,ford,escape,suv,
1fmzu62k82zc93072,ford,explorer,suv,
3gnal3ek3fs506289,chevrolet,captiva sport,suv,
4a32b2ffxae009008,mitsubishi,galant,sedan,
1fmyu93193kc43276,ford,escape,suv,
1ftrx17l1wna31522,ford,f-150,pickup,
1j4fa39s16p748098,jeep,wrangler,suv,x
1g11a5sl2ff110388,chevrolet,malibu,sedan,
jtjbt20x770129482,lexus,gx,suv,470
3c4pddfg5dt707229,dodge,journey,suv,r/t
jtjbt20xx40035172,lexus,gx,suv,470
1j4fa44s56p741930,jeep,wrangler,suv,sport/unlimited
4a32b2ff5ae016061,mitsubishi,galant,sedan,
3gnda13d36s532497,chevrolet,hhr,suv,1/2 ton
salsk25477a992788,land rover,range rover sport,suv,hse spec 3
3vwdk7aj4bm097759,volkswagen,jetta,sedan,
salmf13416a221557,land rover,range rover,suv,hse / supercharged spec 2
5gads13sx42258911,buick,rainier,suv,
1fmfk20517la05644,ford,expedition max,suv,
jf1sg636x7h707793,subaru,forester,suv,2.5x
jh4kb16595c013510,acura,rl,sedan,
1fmzu63e44za88778,ford,explorer,suv,
salme15486a216971,land rover,range rover,suv,hse spec 1
1gnec16t33j275629,chevrolet,suburban,suv,1/2 ton
1c4njrab0ed805276,jeep,patriot,suv,sport
jtjbt20x040053373,lexus,gx,suv,470
3gnal3ek3fs503781,chevrolet,captiva sport,suv,
jm1fe173140133891,mazda,rx-8,coupe,
3fafp31z83r188510,ford,focus,hatchback,
4a32b2ff0ce022255,mitsubishi,galant,sedan,
4a32b2ff0ce017203,mitsubishi,galant,sedan,
jn1az34d85m601913,nissan,350z,coupe,
salae25467a419805,land rover,lr3,suv,v6/v8 se
1fmzu73k25ub67182,ford,explorer,suv,
wbaka8c58cdv99851,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
3gnda33p07s544100,chevrolet,hhr,suv,lt
1fmfu18l5vlb62601,ford,expedition,suv,
1fdse3fl7bdb24464,ford,e-350,incomplete,
jh4kb16585c020058,acura,rl,sedan,
1fmzu73k25ua54333,ford,explorer,suv,
salsf25467a118033,land rover,range rover sport,suv,hse spec 2
salsf25486a906830,land rover,range rover sport,suv,hse
3gnda23d57s551480,chevrolet,hhr,suv,lt
2hkrl1852yh611053,honda,odyssey,minivan,lx
salme114x3a132295,land rover,range rover,suv,feature specification 2
1c3cdfbh6ed871545,dodge,dart,sedan,sxt
1ftlr1fe4bpa98567,ford,ranger,pickup,
2lmhj5nk5ebl55422,lincoln,mkt,suv,
1g2wj52k7vf342962,pontiac,grand prix,sedan,
1g1yy26u275107610,chevrolet,corvette,coupe,
1fdne3bl1bda10110,ford,e-350,van,
1g1yy22g735106947,chevrolet,corvette,sedan,
salwr2vf4ea300112,land rover,range rover sport,suv,hse
jtjbt20x150096119,lexus,gx,suv,470
salme11483a117908,land rover,range rover,suv,feature specification 2
2hkrl1867xh530153,honda,odyssey,minivan,ex
4a32b2ff0ce022529,mitsubishi,galant,sedan,
1c4njrab6ed820090,jeep,patriot,suv,sport
2hkyf18734h546602,honda,pilot,suv,ex-l( with navi)
2fafp71w76x149295,ford,crown victoria,sedan,
jm1bk143571604421,mazda,mazda3,hatchback,
wauwgafc8cn045320,audi,a7,sedan,
4t1be32k244826854,toyota,camry,sedan,le
3gnda23p56s503423,chevrolet,hhr,suv,1/2 ton
jm1fe17n840124607,mazda,rx-8,coupe,
1ftsw31f2yee32003,ford,f-350,pickup,
2hkyf18666h550315,honda,pilot,suv,ex-l( with res)
salmf15467a242838,land rover,range rover,suv,hse / supercharged spec 2
1g1yy26u765132341,chevrolet,corvette,coupe,
wbakb8c53cc963726,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
2c4gm68405r550129,chrysler,pacifica,suv,touring
1c4njdab8ed804329,jeep,compass,suv,sport
4a32b2ff9ce020228,mitsubishi,galant,sedan,
4a32b2ff2ce016182,mitsubishi,galant,sedan,
1ftne1ew6ada92929,ford,e-150,cargo van,
jm3er293770153562,mazda,cx-7,suv,
2d8hn44p08r145545,dodge,caravan,minivan,se
2c8gf68425r657403,chrysler,pacifica,suv,touring
4a32b2ff4ce021061,mitsubishi,galant,sedan,
jh4kb16575c003851,acura,rl,sedan,
1gccs19x5xk233478,chevrolet,s-10 pickup,pickup,1500 (1/2 ton)
1j4ft28s7xl581745,jeep,cherokee,suv,se
4a32b2ff8ae002333,mitsubishi,galant,sedan,
salmf13446a218507,land rover,range rover,suv,hse / supercharged spec 2
2fahp71v98x100778,ford,crown victoria,sedan,
1j4fy29p2vp426330,jeep,wrangler,suv,se/tj
1j4fa39s66p734956,jeep,wrangler,suv,x
1ftfw1ev2ake04068,ford,f-150,pickup,
jtjbt20x250073836,lexus,gx,suv,470
jh4kb16525c015745,acura,rl,sedan,
3gnca33d08s665874,chevrolet,hhr,suv,
1c3an69l56x064397,chrysler,crossfire,coupe,limited
jn1az34d96m331334,nissan,350z,coupe,
3gnda33p67s527723,chevrolet,hhr,suv,lt
wdbba45c2fa016119,mercedes-benz,380,roadster,
salsk25417a986582,land rover,range rover sport,suv,hse spec 3
1ftfw1ev0aka73443,ford,f-150,pickup,
4a32b2ff1ae002349,mitsubishi,galant,sedan,
wp0ca29933s650635,porsche,911,convertible,"cabriolet (2wd), cabriolet 4 (4wd)"
1ftnx21f4yee48062,ford,f-250,pickup,
4a32b2ff0ce011367,mitsubishi,galant,sedan,
4a32b2ff6ce022616,mitsubishi,galant,sedan,
5tbbv58127s468316,toyota,tundra,pickup,limited
1fmzu63kx5ub21352,ford,explorer,suv,
2c4rdgdg4er350658,dodge,grand caravan,minivan,crew
1gyee637450121103,cadillac,srx,suv,
1c4njrabxed779981,jeep,patriot,suv,sport
2c4gm48l05r598645,chrysler,pacifica,suv,base
1lnhm82v07y622216,lincoln,town car,sedan,
salme15476a232076,land rover,range rover,suv,hse spec 1
2hkyf18425h501741,honda,pilot,suv,
1c4njdab7ed747363,jeep,compass,suv,sport
1g1yy25u975132814,chevrolet,corvette,coupe,
1fd4e45s38db47837,ford,e-450,incomplete,
5fnyf18645b019630,honda,pilot,suv,with res
2a4gf68406r613316,chrysler,pacifica,suv,touring
3gnal3ek0fs506377,chevrolet,captiva sport,suv,
1ftrx14wx5fa82234,ford,f-150,pickup,
wbakb8c54cdx20808,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
jf1sg69644h759827,subaru,forester,suv,2.5xt
salme114x3a124729,land rover,range rover,suv,feature specification 2
5gads13sx52225618,buick,rainier,suv,
1g6cd5156k4257154,cadillac,deville,sedan,
2d4rn4dx0ar378482,dodge,grand caravan,minivan,se
5tbbt54117s456007,toyota,tundra,pickup,sr5
1j4gw58n9yc319086,jeep,grand cherokee,suv,limited
1gyee63a450171270,cadillac,srx,suv,
3gnda23p76s525519,chevrolet,hhr,suv,1/2 ton
3gnal3ek9fs504594,chevrolet,captiva sport,suv,
3vw5p7at5cm800343,volkswagen,beetle,convertible,
1gyee637080100754,cadillac,srx,suv,
2g4gv5ek6e9294178,buick,regal,sedan,
salmf13457a253137,land rover,range rover,suv,hse / supercharged spec 2
jtjbt20x160101000,lexus,gx,suv,470
3vwdk7aj5bm091114,volkswagen,jetta,sedan,
1gbfg15t171230427,chevrolet,express,cargo van,
5fnyf185x4b005124,honda,pilot,suv,ex-l
wbakb8c56cc964501,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
4a32b2ff7ce018672,mitsubishi,galant,sedan,
jm1fe17n250158382,mazda,rx-8,coupe,
3gnda23dx6s610182,chevrolet,hhr,suv,1/2 ton
2d4fv48v65h579245,dodge,magnum,suv,base/sxt
jn1az34d13t108268,nissan,350z,coupe,
1gyee637450196514,cadillac,srx,suv,
4a4jn2as3be030934,mitsubishi,endeavor,suv,
1ftfw1ev6aka38714,ford,f-150,pickup,
1fmzu73k65ua69658,ford,explorer,suv,
1fmzu73k45za45829,ford,explorer,suv,
1j4fj28s6vl516548,jeep,cherokee,suv,se
3gnda13d96s508933,chevrolet,hhr,suv,1/2 ton
jtjht00w943538955,lexus,lx,suv,470
2g1wu583089283178,chevrolet,impala,sedan,
2c8gf68464r345096,chrysler,pacifica,suv,touring
1g1aj55f487163256,chevrolet,cobalt,sedan,w/auto trans
4a32b2ff0ce025270,mitsubishi,galant,sedan,
1gyee63a450174086,cadillac,srx,suv,
2fmza5247ybc20372,ford,windstar,minivan,
4a32b2ff5ce022431,mitsubishi,galant,sedan,
jm1cr293170134912,mazda,mazda5,wagon,
1g1yy22g0v5102323,chevrolet,corvette,coupe,
1ftne1ew7ada63729,ford,e-150,cargo van,
2gcek19r7v1290594,chevrolet,gmt-400,pickup,1500 (1/2 ton)
2hgfa1e49ah044439,honda,unknown,unknown,
wbakc8c52cc435804,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
4a32b2ff0ce017072,mitsubishi,galant,sedan,
1gyec63t95r181134,cadillac,escalade,suv,luxury
2d4fv47v66h378125,dodge,magnum,suv,base/sxt
2hkrl1866yh550556,honda,odyssey,minivan,ex
salsf25406a920253,land rover,range rover sport,suv,hse
wdbrf52h17f862932,mercedes-benz,c-class,sedan,
wdcyr49e54x155083,mercedes-benz,g-class,suv,
1fmfu15lx4la19114,ford,expedition,suv,
1j4gz78y5rc324252,jeep,grand cherokee,suv,limited
2c4rdgdg0er385049,dodge,grand caravan,minivan,crew
1gyec63t85r132829,cadillac,escalade,suv,luxury
3b7hf13z9tg136547,dodge,ram,pickup,1500
1fafp5528ya147417,ford,taurus,sedan,
3gnal3ek9fs502585,chevrolet,captiva sport,suv,
2d4gp443x3r149048,dodge,caravan,van,sport
2hhes35823h004287,acura,unknown,unknown,
jtjbt20x030013342,lexus,gx,suv,470
4a32b2ff9ce020570,mitsubishi,galant,sedan,
2hkyf18706h536967,honda,pilot,suv,ex-l( with navi)
2a4gm68456r735904,chrysler,pacifica,suv,touring
5tfrv58107x029888,toyota,tundra,pickup,limited
wbaka8c52ccy37912,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
2c4rdgdg2er280626,dodge,grand caravan,minivan,crew
2lmhj5nk0ebl54274,lincoln,mkt,suv,
jf1sg65625g715211,subaru,forester,suv,2.5xs
2c8gf68444r567703,chrysler,pacifica,suv,touring
4a32b2ff3ce022668,mitsubishi,galant,sedan,
3gnek12t66g141017,chevrolet,avalanche,sut,
3gnda23d16s646889,chevrolet,hhr,suv,1/2 ton
1j4fa44s76p751391,jeep,wrangler,suv,sport/unlimited
1c4njrab7ed820230,jeep,patriot,suv,sport
4a32b2ff0ce017329,mitsubishi,galant,sedan,
jtjbt20x260116010,lexus,gx,suv,470
1fmpu16l7yla82017,ford,expedition,suv,
1b4hs28y8wf183430,dodge,durango,suv,base
wdbrf52hx7e027501,mercedes-benz,c-class,sedan,
3gnda13d66s552758,chevrolet,hhr,suv,1/2 ton
4a32b2ff6ce024818,mitsubishi,galant,sedan,
2c8gf68404r539140,chrysler,pacifica,suv,touring
4a32b2ff9ce015384,mitsubishi,galant,sedan,
1fmzu83p6yzb65993,ford,explorer,suv,
1g6dc67a070148866,cadillac,sts,sedan,v8
2c4rdgdg7er401229,dodge,grand caravan,minivan,crew
4a32b2ff4ce017172,mitsubishi,galant,sedan,
5tfrv54117x012698,toyota,tundra,pickup,sr5
1fmpu18l9wla33069,ford,expedition,suv,
3c4pdccg5ct195291,dodge,journey,suv,sxt
1gyec63t15r105908,cadillac,escalade,suv,luxury
jm1fe173150158470,mazda,rx-8,coupe,
jm3er293970104511,mazda,cx-7,suv,
1c4njrab7ed820048,jeep,patriot,suv,sport
1fmdu63e74uc29074,ford,explorer,suv,
2c8gf68404r286854,chrysler,pacifica,suv,touring
jm1cr293670148191,mazda,mazda5,wagon,
2c4gm68455r653112,chrysler,pacifica,suv,touring
2cnbj18c2x6931512,chevrolet,tracker,suv,1500 (1/2 ton)
1c4njdab1ed609561,jeep,compass,suv,sport
2a4gm68476r614517,chrysler,pacifica,suv,touring
1gagg25k381159447,chevrolet,express,van,
1g1yy22g1y5132080,chevrolet,corvette,coupe,
salag25415a320784,land rover,lr3,suv,hse7
3gnal2ek3fs504505,chevrolet,captiva sport,suv,
1fahp36z43w237748,ford,focus,wagon,
salaa25405a000485,land rover,lr3,suv,standard
km8sb73e44u621562,hyundai,santa fe,suv,
wp0ca29933s653213,porsche,911,convertible,"cabriolet (2wd), cabriolet 4 (4wd)"
3c4pddfg9et110201,dodge,journey,suv,r/t
2fahp71w76x142081,ford,crown victoria,sedan,
4a32b2ff0ce019730,mitsubishi,galant,sedan,
saltl16403a779265,land rover,discovery,suv,duragrain 5 seat
4a32b2ffxce016589,mitsubishi,galant,sedan,
jm1fe173050153020,mazda,rx-8,coupe,
ja3aj16e05u045206,mitsubishi,lancer,sedan,
2c4gp44342r678703,chrysler,town and country,minivan,lx
wdbrf52h27f910955,mercedes-benz,c-class,sedan,
2a4gm684x6r839191,chrysler,pacifica,suv,touring
2gtec130571615799,gmc,sierra,pickup,1500 (1/2 ton)
4a32b2ff5ce017245,mitsubishi,galant,sedan,
1fmzu73k65ua85052,ford,explorer,suv,
2gtec13zx61293772,gmc,sierra,pickup,1500 (1/2 ton)
1fmpu18l1wla23698,ford,expedition,suv,
1j4fa44s66p760390,jeep,wrangler,suv,sport/unlimited
2mefm75v37x634652,mercury,grand marquis,sedan,
4t3zf13c3yu279615,toyota,sienna,minivan,le/xle
2g1wb5e37f1107606,chevrolet,impala,sedan,
2a8gf68426r648440,chrysler,pacifica,suv,touring
4a32b2ff5be012058,mitsubishi,galant,sedan,
2ftrx08l8yca50120,ford,f-150,pickup,
1b3lc56v39n553764,dodge,avenger,sedan,sxt
4m2zu55p6wuj06835,mercury,mountaineer,suv,
2c3hd46r02h261877,chrysler,concorde,sedan,lx
2a4gm68426r711219,chrysler,pacifica,suv,touring
2fafp71v58x124390,ford,crown victoria,sedan,
5y2sm67039z436923,pontiac,vibe,hatchback,
salmf134x6a209732,land rover,range rover,suv,hse / supercharged spec 2
wbakb8c52cc964558,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
4t3zf13c4wu017616,toyota,sienna,minivan,le/xle
jtjht00w843544620,lexus,lx,suv,470
3gnda13d37s630978,chevrolet,hhr,suv,ls
2c4gm684x5r445369,chrysler,pacifica,suv,touring
jn1az34d06m305561,nissan,350z,coupe,
2c8gm48l55r556339,chrysler,pacifica,suv,base
jtjbt20x270133424,lexus,gx,suv,470
1fmdu64p3yzc64879,ford,explorer,suv,
2c4rdgdg0er280592,dodge,grand caravan,minivan,crew
jn1az34ex3t018951,nissan,350z,coupe,
5nmsgdag3ah342678,hyundai,santa fe,suv,gls
1gyee637x50209329,cadillac,srx,suv,
jm3er293970112074,mazda,cx-7,suv,
2a4gm48426r908363,chrysler,pacifica,suv,base
2hkyf18556h525297,honda,pilot,suv,ex-l
1c3bc8fg1bn614164,chrysler,200,sedan,s / s convertible
2fahp71w54x175982,ford,crown victoria,sedan,
jtjbt20x860105559,lexus,gx,suv,470
1fmfk17507la25545,ford,expedition max,suv,
1g1nd52m5vy107392,chevrolet,malibu,sedan,
5yfbu4ee5bp001193,toyota,corolla,sedan,
1gyee63a740172864,cadillac,srx,suv,
km8sc83d01u087191,hyundai,santa fe,suv,
5fnyf18685b014933,honda,pilot,suv,with res
1fmzu63k55ub01137,ford,explorer,suv,
4f2cz94156km23034,mazda,tribute,suv,
1b3bd4fg1bn559038,dodge,avenger,sedan,express
jm1fe17n040127355,mazda,rx-8,coupe,
2ftrx18l1xcb18021,ford,f-150,pickup,
2a4rr4dexar103244,chrysler,town and country,minivan,lx
2gtek19r5w1533918,gmc,sierra,pickup,
wp0aa29916s715610,porsche,911,coupe,"carrera (2wd), carrera 4s (4wd)"
salsf25436a915855,land rover,range rover sport,suv,hse
4t3zf13c8yu269226,toyota,sienna,minivan,le/xle
4t3zf13c1yu205531,toyota,sienna,minivan,le/xle
1gccs19x9x8107394,chevrolet,s-10 pickup,pickup,1500 (1/2 ton)
2c4rdgdgxer347280,dodge,grand caravan,minivan,crew
1ftyr14v4yta06026,ford,ranger,pickup,
wbakc8c54cc436405,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
jtjbt20x370132167,lexus,gx,suv,470
1g1yy24ux55131394,chevrolet,corvette,coupe,
1facp5245pg179388,ford,taurus,sedan,
1ftvx1ev0ake61944,ford,f-150,pickup,
1fdne1bw8cdb26288,ford,e-150,van,
1ftns24l5yhb46052,ford,e-250,cargo van,extended van
2fahp71w96x123774,ford,crown victoria,sedan,
1b3ej46x0yn191448,dodge,stratus,sedan,base
waufgafc7cn042635,audi,a6,sedan,
salmf1e47ca393116,land rover,range rover,suv,hse lux
3c4pddfg9et147295,dodge,journey,suv,r/t
salme15446a202677,land rover,range rover,suv,hse spec 1
wbakc8c53cc437772,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
1gndm19w6xb103948,chevrolet,astro van,minivan,1500 (1/2 ton)
1ftne1ewxada69685,ford,e-150,cargo van,
wbakc6c50cc396313,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
jtjbt20x530021601,lexus,gx,suv,470
wdbrf52hx7a929203,mercedes-benz,c-class,sedan,
1fmdu32p4tud86058,ford,explorer,suv,
